is_soft_skill,soft_skill,context
0,team working,complex reconciliation desirable strong it and communication skill essential excellent xxx xxx skill essential where specific uk qualification be require we
0,dynamic,"exemplar health care be a xxx and innovative provider of specialist care cover yorkshire , the"
0,independent,"grow team in the bristol office of this specialist , xxx recruitment agency you will have full responsibility for grow their"
0,independent,our client be an xxx accountancy firm service the thrive technology sector
1,organizational,ability to motivate others excellent plan xxx skill
0,dynamic,our culture we work in a vibrant and xxx environment with a much clarity a possible around expectation
1,coordinate,xxx the development and delivery of
0,productive,"of the highest profile account , in a xxx and constantly expand enterprise"
0,independent,buy it direct be one of the uk largest xxx online retailer with a turnover of 90m and grow rapidly
1,leadership,a qualify rgn or rmn with strong xxx skill and experience to manage
1,courteous manner,"deal with all panelist in a professionally , xxx xxx and accord to the"
0,dynamic,"bull the autonomy need to grow bull a xxx team bull support towards target , plan and guidance"
1,work ethic,"and brand confidence , determination and a great xxx xxx an understand and experience"
1,judgment and skills,"least , appropriate commercial and risk management xxx xxx xxx along with the ability to"
0,dynamic,mazuma gb ltd be a xxx and energetic company look for a fulltime 37
0,dynamic,"the company be a highly ambitious , xxx and rapidly grow uk base consultancy and advisory business specialise"
1,communication skill,business track record in legal compliance xxx xxx in crosscultural environment language skill
1,diligence,due xxx and credit experience be
1,teamwork skills,to ensure that objective be meet xxx xxx and the ability to collaborate
0,dynamic,an expand business who can offer real development in a xxx fast pace environment
0,dynamic,with excellent train and the opportunity to progress within a xxx
1,detailed oriented,"and problem solve skill , will be xxx xxx"
0,dynamic,"german speak business development representative to join their grow and xxx team in central london and work on the german ,"
1,be a creative,the creative solution manager you will xxx xxx xxx thinker have strong business acumen
0,lively,we re a xxx bunch with a diversity of knowledge and experience
0,aggressive,", churn and customer satisfaction retention of customer base against xxx market competition this role would suit someone with sale or"
0,lively,c could you be interest in work for a xxx medium data insight company who be use the latest and
1,diligence,financial advice budgetary control financial plan due xxx and produce roll forecast
0,independent,ward manager p a bradford ward manager require for an xxx hospital for adult with endure mental health illness
1,enthusiasm,commercially mind individual with the drive and xxx to head up the
1,tolerance,"completion of design technique such a risk , xxx and material analysis"
0,achiever,"exclusive trip , 'lunch clubs' , monthly and high xxx award at nigel frank , we"
1,self directed,community care legislation no secret reablement xxx xxx support and other key legislative
0,innovative,a motivate individual to join a highly xxx group seek to change the
1,assertiveness,your enthusiasm and xxx will drive the business
1,discretion,understand and identify risk ability to exercise xxx and confidentiality at all time
0,dynamic,beanstalk beanstalk formerly volunteer read help be a xxx and
1,team working and communication skills,"role will require technical plan knowledge , excellent xxx xxx xxx xxx xxx and the ability to"
0,dynamic,"to exercise a flexible and xxx mindset that seek to deliver solution via code , not"
0,dynamic,"we need experience , xxx and highly motivate telesales sale executive sell to our"
1,sympathy,forward both tactically and strategically and in xxx with the culture of
1,work occasional irregular hours,a willingness to travel and xxx xxx xxx xxx able to work under
0,dynamic,dedicate and enthusiastic graduate php software developer to join their xxx internal software development team
1,hard worker,his her knowledge and ability be a xxx xxx have a flexible approach to
0,independent,my client be a lead xxx engineer consultancy with office across the uk
0,lively,"work a part of a xxx team , the role involve help customer to purchase the"
0,dynamic,company be seek an sap middleware developer to join their xxx team work with cut edge technology at their north london
